id,ten,ten_en,loai_ngay,ngay_am,ngay_duong,ngay_nghi_le,nhom,muc_do,ngay_truoc,ngay_sau,lich_cong_bo,mo_ta,nguon,ghi_chu
le-hoi-ruoc-co-ba-cho-duoc,Lễ hội Rước Cộ Bà Chợ Được,Rước Cộ Bà Chợ Được Festival,lunar,11/1,,khong,tin-nguong,minor,1,0,,"Lễ hội tri ân Bà Chợ Được, người lập nên chợ và làng Chợ Được. Đêm 11 tháng Giêng có đoàn rước sáu cỗ cộ, dẫn đầu là cộ sắc phong; ban ngày có hát bộ, bài chòi, đua thuyền. Di sản văn hóa phi vật thể quốc gia năm 2015.",bien-tap,
le-hoi-tay-thien,Lễ hội Tây Thiên,Tây Thiên Festival,lunar,15/2,,khong,tin-nguong,minor,0,2,,"Lễ hội ở khu danh thắng Tây Thiên thờ Quốc mẫu Tây Thiên, khai hội rằm tháng Hai âm lịch.",bien-tap,
le-hoi-thanh-tuyen,Lễ hội Thành Tuyên,Thanh Tuyen Festival (Tuyen Quang Mid-Autumn Lantern Festival),theo-nam,,,khong,tin-nguong,minor,0,0,"2026: 2026-09-19 đến 2026-09-25, chính lễ 2026-09-20, https://bvhttdl.gov.vn/tuyen-quang-to-chuc-le-hoi-thanh-tuyen-nam-2026.htm","Lễ hội Trung thu của tỉnh Tuyên Quang, nổi bật với các mô hình đèn Trung thu khổng lồ do các phường, xã làm và rước qua phố. Năm 2026 có 45 mô hình, đêm hội chủ đề ""Lung linh đêm hội trăng rằm"".",bien-tap,
le-hoi-thap-ba-ponagar,Lễ hội Tháp Bà Ponagar,Tháp Bà Ponagar Festival,lunar,23/3,,khong,tin-nguong,major,3,0,,"Từ 20 tới 23 tháng Ba âm lịch, lễ hội ở Tháp Bà Ponagar tôn vinh nữ thần Pô Nagar, Mẹ xứ sở của người Chăm, cũng là Thánh Mẫu Thiên Y A Na của người Việt. Có lễ thay y Mẫu, múa bóng, lễ tôn vương và thả hoa đăng. Di sản văn hóa phi vật thể quốc gia.",bien-tap,
le-hoi-tich-dien-doi-son,Lễ hội Tịch điền Đọi Sơn,Đọi Sơn Royal Ploughing Festival,lunar,7/1,,khong,tin-nguong,minor,0,0,,"Lễ hội Tịch điền Đọi Sơn diễn ra ngày 7 tháng Giêng tại xã Đọi Sơn, Duy Tiên, Hà Nam, tái hiện nghi lễ vua Lê Đại Hành xuống ruộng cày đầu năm 987, mang ý nghĩa khuyến khích nông nghiệp, cầu mưa thuận gió hòa.",bien-tap,
le-hoi-tien-cong,Lễ hội Tiên Công,Tiên Công Festival,lunar,7/1,,khong,tin-nguong,minor,2,0,,Lễ hội ở miếu Tiên Công tưởng nhớ 17 vị Tiên Công từ Thăng Long về quai đê lấn biển lập nên vùng đảo Hà Nam. Ngày chính hội mùng 7 tháng Giêng có nghi lễ rước người độc đáo: con cháu rước các cụ thượng thọ lên miếu. Di sản văn hóa phi vật thể quốc gia năm 2017.,bien-tap,
le-hoi-truong-yen,Lễ hội Trường Yên (Hoa Lư),Trường Yên Festival (Hoa Lư),lunar,10/3,,khong,tin-nguong,minor,2,0,,"Lễ hội ở cố đô Hoa Lư tưởng nhớ vua Đinh Tiên Hoàng và vua Lê Đại Hành, diễn ra 8 tới 10 tháng Ba âm lịch.",bien-tap,
le-hoi-truyen-thong-den-tran-thuong,Lễ hội truyền thống đền Trần Thương,Tran Thuong Temple Festival,lunar,15/8,,khong,tin-nguong,minor,0,5,"2026: 2026-09-25 đến 2026-09-30, chính lễ 2026-09-26, https://nhandan.vn/to-chuc-le-hoi-den-tran-thuong-dau-thieng-muon-doi-sang-ngoi-di-san-post989785.html","Lễ hội tháng Tám gắn với ngày giỗ Hưng Đạo Đại vương 20/8 âm lịch; năm 2026 kỷ niệm 726 năm ngày mất, có Liên hoan thực hành nghi lễ hầu Thánh ngày 26/9.",bien-tap,
le-hoi-truyen-thong-van-don,Lễ hội truyền thống Vân Đồn,Vân Đồn Traditional Festival,lunar,18/6,,khong,tin-nguong,minor,8,1,,"Lễ hội đua bơi ở xã đảo Quan Lạn tưởng nhớ trận Vân Đồn năm 1288, khi quân Trần dưới quyền Trần Khánh Dư đánh tan đoàn thuyền lương nhà Nguyên. Chính hội 18 tháng Sáu có đại tế, phong tướng và đua bơi giữa hai phe Đông Nam Văn và Đoài Bắc Võ.",bien-tap,
le-hoi-van-hoa-du-lich-muong-lo,"Lễ hội Văn hóa, du lịch Mường Lò",Muong Lo Culture and Tourism Festival,theo-nam,,,khong,khac,minor,0,0,"2026: 2026-10-01 đến 2026-10-07, chính lễ 2026-10-02, https://baolaocai.vn/le-hoi-muong-lo-2026-chot-lich-khai-hoi-san-sang-don-du-khach-post909196.html","Lễ hội ở cánh đồng Mường Lò, vùng đất gốc của người Thái đen, với màn đại xòe Thái hàng trăm người, diễu diễn đường phố và hội chợ du lịch Tây Bắc.",bien-tap,
le-hoi-van-hoa-the-gioi-ha-noi,Lễ hội Văn hóa thế giới tại Hà Nội,World Culture Festival in Hanoi,theo-nam,,,khong,khac,minor,0,0,"2026: 2026-10-01 đến 2026-10-04, chính lễ 2026-10-01, https://vtv.vn/le-hoi-van-hoa-the-gioi-tai-ha-noi-lan-thu-hai-hoi-tu-di-san-kien-tao-tuong-lai-100260923154302848.htm","Lễ hội văn hóa quốc tế do Hà Nội tổ chức, quy tụ biểu diễn nghệ thuật, ẩm thực và triển lãm của nhiều quốc gia.",bien-tap,
le-hoi-via-ba-chua-xu-go-thap,Lễ hội Vía Bà Chúa Xứ Gò Tháp,Gò Tháp Lady of the Realm Festival,lunar,15/3,,khong,tin-nguong,minor,1,1,"2026: 2026-04-30 đến 2026-05-02, chính lễ 2026-04-30, https://baodongthap.vn/le-hoi-via-ba-chua-xu-go-thap-nam-2026-dien-ra-tu-ngay-30-4-den-2-5-a239979.html","Lễ vía Bà Chúa Xứ ở khu di tích quốc gia đặc biệt Gò Tháp, phần lễ theo nghi thức tín ngưỡng dân gian truyền thống. Phần hội có hát tuồng, múa bóng rỗi, lân sư rồng, trò chơi dân gian và chợ quê. Di sản văn hóa phi vật thể quốc gia năm 2025.",bien-tap,
le-hoi-via-ba-chua-xu-nui-sam,Lễ hội Vía Bà Chúa Xứ Núi Sam,"Bà Chúa Xứ Festival, Sam Mountain",lunar,23/4,,khong,tin-nguong,minor,0,0,,"Lễ hội tín ngưỡng dân gian lâu đời của cư dân Nam Bộ, tổ chức từ 22-27 tháng 4 âm lịch (chính hội 23-24/4) tại Núi Sam, Châu Đốc để tưởng niệm Bà Chúa Xứ; được UNESCO ghi danh Di sản văn hóa phi vật thể đại diện của nhân loại năm 2024.",bien-tap,
le-hoi-xa-ma-ruoc-kieu-dinh-hoang-chau,"Lễ hội Xa Mã, rước kiệu đình Hoàng Châu",Xa Mã Festival and Hoàng Châu Palanquin Procession,lunar,10/6,,khong,tin-nguong,minor,1,2,,"Lễ hội ở đình Hoàng Châu tưởng nhớ ngày dựng đình, tạ ơn thần biển Nam Hải, Đông Hải và hai vị Thành hoàng, cầu ngư dân ra khơi bình an. Đại tế và đoàn xa mã, rước kiệu chia hai giáp Đông, Tây diễn ra ngày mùng 10 tháng Sáu âm lịch. Di sản văn hóa phi vật thể quốc gia năm 2017.",bien-tap,
le-hoi-yen-tu,Lễ hội Yên Tử,Yên Tử Spring Festival,lunar,10/1,,khong,tin-nguong,major,0,0,,"Lễ hội Xuân Yên Tử khai hội vào ngày 10 tháng Giêng hằng năm tại Cung Trúc Lâm, mở đầu mùa hành hương về non thiêng Yên Tử, nơi vua Trần Nhân Tông tu hành lập nên Thiền phái Trúc Lâm.",bien-tap,
le-khai-an-den-tran,Lễ Khai ấn Đền Trần,Trần Temple Seal-Opening Ceremony,lunar,15/1,,khong,tin-nguong,major,0,0,,"Lễ Khai ấn Đền Trần diễn ra vào đêm 14 rạng sáng 15 tháng Giêng tại Đền Trần, TP Nam Định, tục lệ có từ thời Trần với ý nghĩa cầu quốc thái dân an.",bien-tap,
le-khai-mac-nam-du-lich-quoc-gia,Lễ khai mạc Năm Du lịch quốc gia,National Tourism Year Opening Ceremony,theo-nam,,,khong,khac,major,0,0,"2026: 2026-03-23 đến 2026-03-30, chính lễ 2026-03-23, https://tuoitre.vn/tu-23-den-30-3-dien-ra-tuan-le-khai-mac-nam-du-lich-quoc-gia-gia-lai-2026-20260307161724762.htm","Năm Du lịch quốc gia do Bộ Văn hóa, Thể thao và Du lịch cùng một tỉnh đăng cai tổ chức, mỗi năm một nơi, mở đầu bằng một tuần lễ khai mạc. Năm 2026 do Gia Lai đăng cai với 244 sự kiện văn hóa, du lịch, thể thao trải suốt năm.",bien-tap,
le-khao-le-the-linh-hoang-sa,Lễ Khao lề thế lính Hoàng Sa,Khao Lề Thế Lính Hoàng Sa Ceremony,lunar,16/3,,khong,tin-nguong,major,1,0,"2026: 2026-05-02 đến 2026-05-02, chính lễ 2026-05-02, https://www.sggp.org.vn/dac-sac-le-khao-le-the-linh-hoang-sa-tai-dac-khu-ly-son-post850771.html","Nghi lễ gần 400 năm của cư dân Lý Sơn tưởng nhớ những người lính Hải đội Hoàng Sa ra đi giữ đảo, với lễ tế tại Âm Linh Tự, đình làng An Vĩnh và nghi thức thả thuyền mô hình ra biển. Di sản văn hóa phi vật thể quốc gia năm 2013, tổ chức cùng Hội đua thuyền Tứ Linh.",bien-tap,
le-ky-yen-ha-dien-dinh-binh-thuy,Lễ Kỳ yên Hạ điền đình Bình Thủy,Kỳ Yên Hạ Điền Festival at Bình Thủy Communal House,lunar,14/12,,khong,tin-nguong,minor,0,1,,"Lễ Kỳ yên Hạ điền tháng Chạp là kỳ lễ thứ hai trong năm của đình Bình Thủy, tạ ơn thần khi mùa màng xong. Có cúng Thần Nông, thay khăn sắc thần, lễ túc yết, tế Sơn Quân.",bien-tap,
le-ky-yen-thuong-dien-dinh-binh-thuy,Lễ Kỳ yên Thượng điền đình Bình Thủy,Kỳ Yên Thượng Điền Festival at Bình Thủy Communal House,lunar,15/4,,khong,tin-nguong,minor,4,0,,"Đình Bình Thủy mở hai lễ Kỳ yên mỗi năm: Thượng điền tháng Tư âm lịch lúc bắt đầu vụ, Hạ điền tháng Chạp. Dân làng tế thần, cúng Thần Nông, cầu mưa thuận gió hòa. Lễ hội Kỳ yên đình Bình Thủy là Di sản văn hóa phi vật thể quốc gia năm 2018.",bien-tap,
le-mung-com-moi-cua-nguoi-kho-mu-muong-kim,Lễ mừng cơm mới của người Khơ Mú Mường Kim,Kho Mu New Rice Celebration (Muong Kim),theo-nam,,,khong,tin-nguong,minor,0,0,"2026: 2026-09-01 đến 2026-09-01, chính lễ 2026-09-01, https://danviet.vn/tai-hien-net-van-hoa-doc-dao-trong-le-mung-com-moi-cua-nguoi-kho-mu-o-muong-kim-d1456068.html","Người Khơ Mú làm lễ mừng cơm mới khi lúa nương chín, mời tổ tiên ăn cơm mới, tung cốm cầu may rồi nắm tay nhảy điệu Hưn mạy. Năm 2026 xã Mường Kim tái hiện lễ vào ngày 1/9.",bien-tap,
le-phat-dan,Lễ Phật Đản,"Phật Đản (Vesak, Buddha's Birthday)",lunar,15/4,,khong,tin-nguong,major,0,0,,"Lễ Phật Đản (Đại lễ Vesak) là ngày kỷ niệm Đức Phật Thích Ca Mâu Ni ra đời, được Phật giáo Việt Nam thống nhất tổ chức vào ngày 15 tháng 4 âm lịch hằng năm.",bien-tap,
le-ra-ha-dang-y-kathina,Lễ ra hạ và mùa dâng y Kathina,End of Rains Retreat and Kathina Robe Offering,theo-nam,,,khong,tin-nguong,minor,0,0,"2026: 2026-10-24 đến 2026-11-23, chính lễ 2026-10-24, https://vietnam.vnanet.vn/vietnamese/tin-tuc/le-dang-y-kathina-131889.html","Sau ba tháng an cư mùa mưa, chư tăng Phật giáo Nam tông làm lễ ra hạ vào rằm tháng Chín âm lịch. Trong một tháng sau đó, mỗi chùa chọn một ngày làm lễ dâng y Kathina, một trong những lễ lớn nhất năm của người Khmer Nam Bộ.",bien-tap,
le-sene-dolta,Lễ Sene Dolta,Sene Dolta (Khmer Ancestors' Festival),theo-nam,,,khong,le-tet,minor,0,0,"2025: 2025-09-21 đến 2025-09-23, chính lễ 2025-09-21, https://baolamdong.vn/le-sene-dolta-2025-can-bo-cong-chuc-hoc-sinh-nguoi-khmer-tai-can-tho-duoc-nghi-3-ngay-tu-ngay-21-den-23-9-2025-392190.html; 2026: 2026-10-10 đến 2026-10-12, chính lễ 2026-10-11, https://baocantho.com.vn/to-chuc-cac-hoat-dong-mung-le-sene-dolta-trang-trong-phu-hop-voi-ban-sac-van-hoa-cua-dong-bao-khmer-a215811.html","Lễ cúng ông bà, báo hiếu tổ tiên của người Khmer Nam Bộ, kéo dài ba ngày. Lễ theo lịch Khmer, vốn đặt tháng nhuận khác âm lịch Việt, nên ngày dương xê dịch cả tháng giữa các năm.",bien-tap,
le-te-am-hon-hue,Lễ tế Âm hồn Huế,Huế Âm Hồn Memorial Rite,lunar,23/5,,khong,tin-nguong,minor,0,0,,"Ngày 23 tháng Năm âm lịch, người Huế cúng tế những quan binh và dân thường tử nạn trong biến cố thất thủ Kinh đô năm 1885. Lễ chính cử hành tại Đàn Âm hồn do triều Nguyễn lập năm 1894 và các miếu Âm hồn trong Kinh thành.",bien-tap,
le-that-tich,Lễ Thất tịch,Qixi (Thất Tịch),lunar,7/7,,khong,le-tet,minor,0,0,,"Mùng 7 tháng Bảy âm lịch là ngày tương truyền Ngưu Lang, Chức Nữ gặp nhau trên cầu Ô Thước, mưa ngâu là nước mắt đôi lứa. Ngày này được coi là ngày của tình yêu, nhiều bạn trẻ ăn chè đậu đỏ cầu duyên.",bien-tap,
le-tuong-niem-phat-hoang-tran-nhan-tong-nhap-niet-ban,Lễ tưởng niệm Phật hoàng Trần Nhân Tông nhập Niết bàn,Commemoration of Buddha-King Trần Nhân Tông's Nirvana,lunar,1/11,,khong,tin-nguong,minor,1,0,,"Phật hoàng Trần Nhân Tông, vị vua lãnh đạo hai cuộc kháng chiến chống Nguyên Mông rồi xuất gia và lập Thiền phái Trúc Lâm, nhập Niết bàn ngày mùng 1 tháng Mười một năm Mậu Thân (1308) tại am Ngọa Vân. Hằng năm Giáo hội Phật giáo Việt Nam tổ chức lễ tưởng niệm quanh ngày này; năm 2025 lễ diễn ra ở chùa Ngọa Vân ngày 30 tháng Mười âm lịch và đại lễ ở Cung Trúc Lâm Yên Tử ngày mùng 1 tháng Mười một.",bien-tap,
le-via-ba-linh-son-thanh-mau,Lễ vía Bà Linh Sơn Thánh Mẫu (núi Bà Đen),"Linh Sơn Holy Mother Festival, Bà Đen Mountain",lunar,5/5,,khong,tin-nguong,minor,0,0,,"Lễ hội tín ngưỡng dân gian thờ Linh Sơn Thánh Mẫu (Bà Đen), tổ chức từ 4-6 tháng 5 âm lịch tại núi Bà Đen với nghi thức tắm Bà, thay áo và lễ vía chính vào ngày 5/5; được công nhận Di sản văn hóa phi vật thể quốc gia năm 2019.",bien-tap,
le-via-duc-phat-a-di-da,Lễ vía Đức Phật A Di Đà,Amitabha Buddha Day,lunar,17/11,,khong,tin-nguong,major,0,0,,"Ngày 17 tháng 11 âm lịch, các chùa Bắc tông làm lễ vía, thắp đèn, dâng hoa đăng; mở đầu mùa Gia hạnh Phổ Hiền kéo tới mồng 8 tháng Chạp.",bien-tap,
le-vu-lan,Lễ Vu Lan,Vu Lan Festival (Filial Piety Day),lunar,15/7,,khong,le-tet,major,0,0,,"Lễ báo hiếu cha mẹ, nguồn gốc Phật giáo, có tục cài hoa hồng lên áo.",bien-tap,
lien-hoan-phim-quoc-te-ha-noi,Liên hoan Phim quốc tế Hà Nội,Hanoi International Film Festival,theo-nam,,,khong,khac,minor,0,0,"2026: 2026-11-27 đến 2026-12-02, chính lễ 2026-11-27, http://vov.vn/van-hoa/haniff-viii-ha-noi-soi-dong-trong-khong-gian-dien-anh-va-van-hoa-post1324780.vov","Liên hoan Phim quốc tế Hà Nội (HANIFF) do Bộ VHTTDL và UBND TP Hà Nội tổ chức hai năm một lần, gồm phim dự thi và không dự thi, tọa đàm, chợ dự án làm phim và chiếu phim lưu động phục vụ công chúng. Năm 2026 liên hoan có chủ đề “Điện ảnh - Kết nối - Phát triển”, khai mạc và bế mạc tại Trung tâm Triển lãm Việt Nam (VEC).",bien-tap,
ngay-bao-chi-cach-mang-viet-nam,Ngày Báo chí Cách mạng Việt Nam,Vietnam Revolutionary Press Day,solar,,21/6,khong,khac,minor,0,0,,"Ngày 21/6 kỷ niệm sự ra đời của báo Thanh Niên do Nguyễn Ái Quốc sáng lập năm 1925, được Bộ Chính trị công nhận là Ngày Báo chí Cách mạng Việt Nam năm 2000.",bien-tap,
ngay-cach-mang-thang-tam,Ngày Cách mạng Tháng Tám,August Revolution Day,solar,,19/8,khong,khac,major,0,0,,"Ngày 19/8/1945 nhân dân Hà Nội giành chính quyền, mở đầu thắng lợi của Cách mạng Tháng Tám trên cả nước. Luật Công an nhân dân lấy ngày 19/8 hằng năm làm Ngày truyền thống Công an nhân dân.",bien-tap,
ngay-chien-thang-dien-bien-phu,Ngày Chiến thắng Điện Biên Phủ,Điện Biên Phủ Victory Day,solar,,7/5,khong,khac,major,0,0,,"Ngày 7/5/1954 quân đội Việt Nam giành thắng lợi ở Điện Biên Phủ, kết thúc 56 ngày đêm chiến dịch. Hằng năm tỉnh Điện Biên dâng hương ở nghĩa trang liệt sĩ A1, Him Lam, Độc Lập, Tông Khao, thắp nến tri ân và thả hoa đăng trên sông Nậm Rốm.",bien-tap,
ngay-dan-so-viet-nam,Ngày Dân số Việt Nam,Vietnam Population Day,solar,,26/12,khong,khac,minor,0,0,,"Ngày 26/12 được Thủ tướng quy định là Ngày Dân số Việt Nam theo Quyết định 326-TTg ngày 19/5/1997, gắn với Quyết định 216-CP về sinh đẻ có kế hoạch ban hành ngày 26/12/1961.",bien-tap,
ngay-di-san-van-hoa-viet-nam,Ngày Di sản văn hóa Việt Nam,Vietnam Cultural Heritage Day,solar,,23/11,khong,khac,minor,0,0,,"Ngày 23 tháng 11 là Ngày Di sản văn hóa Việt Nam theo Quyết định 36/2005/QĐ-TTg, chọn theo ngày Chủ tịch Hồ Chí Minh ký Sắc lệnh 65/SL năm 1945, văn bản đầu tiên của Nhà nước về bảo tồn di sản. Ngày này nhằm phát huy trách nhiệm của những người làm công tác di sản và khuyến khích mọi tầng lớp xã hội tham gia bảo vệ di sản văn hóa dân tộc.",bien-tap,
ngay-doanh-nhan-viet-nam,Ngày Doanh nhân Việt Nam,Vietnamese Entrepreneurs' Day,solar,,13/10,khong,khac,minor,0,0,,"Ngày 13/10 được Thủ tướng Phan Văn Khải quy định là Ngày Doanh nhân Việt Nam theo Quyết định 990/QĐ-TTg ngày 20/9/2004, gắn với bức thư Bác Hồ gửi giới công thương ngày 13/10/1945.",bien-tap,
ngay-gia-dinh-viet-nam,Ngày Gia đình Việt Nam,Vietnamese Family Day,solar,,28/6,khong,khac,minor,0,0,,"Ngày 28/6 được Thủ tướng Chính phủ quy định là Ngày Gia đình Việt Nam theo Quyết định 72/2001/QĐ-TTg ngày 4/5/2001, nhằm đề cao trách nhiệm xây dựng gia đình no ấm, bình đẳng, tiến bộ.",bien-tap,
ngay-giai-phong-mien-nam,"Ngày Giải phóng miền Nam, thống nhất đất nước",Reunification Day,solar,,30/4,co,khac,major,0,0,,"Kỷ niệm ngày thống nhất đất nước 30/4/1975, ngày nghỉ lễ chính thức theo Bộ luật Lao động.",bien-tap,
ngay-giai-phong-thu-do,Ngày Giải phóng Thủ đô,Capital Liberation Day,solar,,10/10,khong,khac,minor,0,0,,"Kỷ niệm ngày 10/10/1954, bộ đội Việt Nam tiếp quản Hà Nội sau cuộc kháng chiến chống thực dân Pháp.",bien-tap,
ngay-hoi-dai-doan-ket-toan-dan-toc,Ngày hội Đại đoàn kết toàn dân tộc,National Great Unity Day,solar,,18/11,khong,khac,minor,0,0,,"Ngày 18 tháng 11 là Ngày truyền thống Mặt trận Tổ quốc Việt Nam, kỷ niệm ngày thành lập Mặt trận Dân tộc thống nhất Việt Nam (18/11/1930), và là Ngày hội Đại đoàn kết toàn dân tộc. Ngày hội được tổ chức ở từng khu dân cư, thôn, tổ dân phố, gồm phần lễ ôn truyền thống, biểu dương tập thể và cá nhân tiêu biểu, và phần hội văn nghệ, thể thao.",bien-tap,
ngay-hoi-mua-vang-ta-leng-huong-lua-giua-non-cao,"Ngày hội ""Mùa vàng Tả Lèng, Hương lúa giữa non cao""",Ta Leng Golden Season Festival,theo-nam,,,khong,tin-nguong,minor,0,0,"2026: 2026-09-06 đến 2026-09-06, chính lễ 2026-09-06, https://baolaichau.vn/xa-hoi/ron-rang-ngay-hoi-mua-vang-ta-leng-huong-lua-giua-non-cao-nam-2026-814500","Ngày hội mùa vàng lần đầu ở Tả Lèng, gồm lễ mừng cơm mới của người Mông, thi gặt và tuốt lúa thủ công, trò chơi dân gian giữa ruộng bậc thang.",bien-tap,
ngay-hoi-mua-vang-tren-cao-duong,Ngày hội Mùa vàng trên Cao Đường,Golden Season on Cao Duong Festival,theo-nam,,,khong,tin-nguong,minor,0,0,"2026: 2026-09-19 đến 2026-09-20, chính lễ 2026-09-20, https://baotuyenquang.com.vn/du-lich/202609/ngay-hoi-mua-vang-tren-cao-duong-xa-bach-xa-db3761a/","Ngày hội mùa lúa chín ở thôn Cao Đường với thi gặt lúa, đánh cù, bắt cá, chạy trên ruộng bậc thang, thổi khèn Mông và hát then.",bien-tap,
ngay-hoi-van-hoa-dan-toc-mong,Ngày hội Văn hóa dân tộc Mông,4th National Hmong Ethnic Culture Festival,theo-nam,,,khong,khac,major,0,0,"2026: 2026-10-09 đến 2026-10-11, chính lễ 2026-10-09, https://nhandan.vn/11-tinh-tham-gia-ngay-hoi-van-hoa-dan-toc-mong-lan-thu-iv-post990810.html","Ngày hội do Bộ Văn hóa, Thể thao và Du lịch tổ chức với 11 tỉnh có đông người Mông. Có carnival đường phố và màn trình diễn khèn khoảng 3.000 người, thi đấu thể thao dân tộc, trải nghiệm ở bản Lồng.",bien-tap,
ngay-khuyen-hoc-viet-nam,Ngày Khuyến học Việt Nam,Vietnam Learning Promotion Day,solar,,2/10,khong,khac,minor,0,0,,"Ngày 2 tháng 10 hằng năm là Ngày Khuyến học Việt Nam, theo Quyết định 1271/QĐ-TTg ngày 16/9/2008 của Thủ tướng Chính phủ. Ngày này nhằm động viên các tổ chức xã hội và người dân tham gia khuyến học, khuyến tài, xây dựng xã hội học tập, và tôn vinh tập thể, cá nhân có thành tích trong công tác ấy.",bien-tap,
ngay-moi-truong-the-gioi,Ngày Môi trường Thế giới,World Environment Day,solar,,5/6,khong,khac,minor,0,0,,"Ngày 5/6 là Ngày Môi trường Thế giới do Liên Hợp Quốc khởi xướng từ năm 1972, Việt Nam chính thức tham gia hưởng ứng từ năm 1982.",bien-tap,
ngay-nam-ky-khoi-nghia,Ngày Nam Kỳ khởi nghĩa,Southern Uprising Day,solar,,23/11,khong,khac,minor,0,0,,"Đêm 22 rạng sáng 23 tháng 11 năm 1940, khởi nghĩa Nam Kỳ nổ ra ở nhiều tỉnh, trong đó có Mỹ Tho, và lá cờ đỏ sao vàng lần đầu xuất hiện tại đình Long Hưng. Hằng năm vào ngày 23/11, lễ kỷ niệm và dâng hương được tổ chức tại Khu di tích Nam Kỳ khởi nghĩa ở Long Hưng.",bien-tap,
ngay-nguoi-khuyet-tat-viet-nam,Ngày Người khuyết tật Việt Nam,Vietnam Day for Persons with Disabilities,solar,,18/4,khong,khac,minor,0,0,,"Ngày 18/4 được quy định là Ngày Người khuyết tật Việt Nam, ban đầu theo Pháp lệnh số 06/1998/PL-UBTVQH10, sau đó chính thức hóa tại Điều 11 Luật Người khuyết tật (Luật số 51/2010/QH12).",bien-tap,
ngay-nha-giao-viet-nam,Ngày Nhà giáo Việt Nam,Vietnamese Teachers' Day,solar,,20/11,khong,khac,major,0,0,,"Ngày 20/11 là ngày truyền thống tôn vinh nhà giáo Việt Nam, được Hội đồng Bộ trưởng chính thức công nhận theo Quyết định 167/HĐBT ngày 28/9/1982.",bien-tap,
ngay-phap-luat-viet-nam,Ngày Pháp luật Việt Nam,Vietnam Law Day,solar,,9/11,khong,khac,minor,0,0,,"Ngày 9 tháng 11 là Ngày Pháp luật nước Cộng hòa xã hội chủ nghĩa Việt Nam, lấy theo ngày Quốc hội thông qua bản Hiến pháp đầu tiên năm 1946, và được quy định trong Luật Phổ biến, giáo dục pháp luật năm 2012. Hằng năm Bộ Tư pháp tổ chức lễ hưởng ứng cấp quốc gia, kết nối trực tuyến với các tỉnh, thành.",bien-tap,
ngay-phu-nu-viet-nam,Ngày Phụ nữ Việt Nam,Vietnamese Women's Day,solar,,20/10,khong,khac,major,0,0,,"Ngày 20/10 đánh dấu sự kiện thành lập Hội Phụ nữ phản đế Việt Nam (tiền thân của Hội Liên hiệp Phụ nữ Việt Nam) ngày 20/10/1930, được chọn làm ngày truyền thống của phụ nữ Việt Nam.",bien-tap,
ngay-quoc-te-nguoi-cao-tuoi,Ngày Quốc tế Người cao tuổi,International Day of Older Persons,solar,,1/10,khong,khac,minor,0,0,,"Ngày 1/10 là Ngày Quốc tế Người cao tuổi do Liên Hợp Quốc công bố năm 1990, Việt Nam hưởng ứng từ năm 1991 và gắn với ""Tháng hành động vì Người cao tuổi"" theo Quyết định 544/QĐ-TTg (2015).",bien-tap,
ngay-quoc-te-phu-nu,Ngày Quốc tế Phụ nữ,International Women's Day,solar,,8/3,khong,khac,major,0,0,,"Ngày 8/3 là Ngày Quốc tế Phụ nữ được tổ chức trên toàn thế giới, ở Việt Nam còn gắn với sự kiện khởi nghĩa Hai Bà Trưng.",bien-tap,
ngay-quoc-te-thieu-nhi,Ngày Quốc tế Thiếu nhi,International Children's Day,solar,,1/6,khong,khac,major,0,0,,"Ngày 1/6 là Ngày Quốc tế Thiếu nhi, được Việt Nam hưởng ứng từ năm 1950 khi Chủ tịch Hồ Chí Minh gửi thư chúc mừng thiếu nhi cả nước.",bien-tap,
ngay-sach-va-van-hoa-doc-viet-nam,Ngày Sách và Văn hóa đọc Việt Nam,Vietnam Book and Reading Culture Day,solar,,21/4,khong,khac,minor,0,0,,"Ngày 21/4 được Thủ tướng quy định là Ngày Sách Việt Nam theo Quyết định 284/QĐ-TTg (2014), đổi tên thành Ngày Sách và Văn hóa đọc Việt Nam theo Quyết định 1862/QĐ-TTg (2021); ngày này gắn với việc xuất bản tác phẩm ""Đường Kách mệnh"" của Hồ Chí Minh năm 1927.",bien-tap,
ngay-san-khau-viet-nam-va-le-gio-to-san-khau,Ngày Sân khấu Việt Nam và lễ Giỗ Tổ sân khấu,Vietnamese Theatre Day and Theatre Ancestors' Commemoration,lunar,12/8,,khong,tin-nguong,major,0,0,"2026: 2026-09-19 đến 2026-09-22, chính lễ 2026-09-19, https://nhandan.vn/nhieu-the-he-nghe-si-tham-du-ngay-san-khau-viet-nam-lan-thu-17-va-gio-to-san-khau-dan-toc-post989630.html","Quyết định 13/QĐ-TTg năm 2011 lấy 12 tháng 8 âm lịch làm Ngày Sân khấu Việt Nam; năm 2026 Hội Nghệ sĩ Sân khấu Việt Nam tổ chức lễ lần thứ XVII ngày 19/9 tại Hà Nội với gần 1.000 nghệ sĩ, ngày 12/8 âm rơi vào 22/9.",bien-tap,
ngay-sinh-chu-tich-ho-chi-minh,Ngày sinh Chủ tịch Hồ Chí Minh,Ho Chi Minh's Birthday,solar,,19/5,khong,khac,major,0,0,,"Ngày 19/5/1890 là ngày sinh Chủ tịch Hồ Chí Minh (tên khai sinh Nguyễn Sinh Cung) tại làng Sen, xã Kim Liên, huyện Nam Đàn, tỉnh Nghệ An.",bien-tap,
